id,name,game_slug,price,release_date,platform,description,developer,publisher,genres
4dc13c6a34d04d249fd84fdf811f266f,Dread Nautical,dread-nautical,1999,2020-04-29T11:00:00.000Z,Windows,"Your cruise was so relaxing until the monsters from another dimension showed up to kill everyone. Fight them off, manage your resources effectively, and convince scattered survivors to join your efforts. A captivatingly eerie tactical turn-based RPG.",Zen Studios,Zen Studios,"TURN_BASED,RPG,ROGUE_LITE"
2c38503c83df4fd4ae7cd9c3a8a50ce8,Levelhead,levelhead,1999,2020-04-30T15:00:00.000Z,Windows,"Build, play, share and compete in Levelhead, the platformer maker. Create challenging levels with the deep, intuitive systems of the level editor, then share those levels with the world and gain a following!",Butterscotch Shenanigans,Butterscotch Shenanigans,"INDIE,PLATFORMER,SIMULATION"
785b37a897c14ad589d2d5f79aaf372e,Amnesia: The Dark Descent,amnesia-the-dark-descent,1999,2020-04-30T15:00:00.000Z,"Windows,Mac","Amnesia: The Dark Descent, a first person survival horror. A game about immersion, discovery and living through a nightmare. An experience that will chill you to the core.",Frictional Games,Frictional Games,"INDIE,FIRST_PERSON,HORROR"
50c1f8b00eff4eb68b474bf57a2bf7bc,Crashlands,crashlands,1499,2020-04-30T15:00:00.000Z,Windows,"TIME Magazine Top 10 Games of 2016 Craft, battle, and quest your way through Crashlands, a story-driven Crafting ARPG overflowing with sass!",Butterscotch Shenanigans,Butterscotch Shenanigans,"ACTION,RPG,ADVENTURE"
742f762ba0094daea72d91153433fb45,Might & Magic: Chess Royale,might-and-magic-chess-royale,0,2020-05-05T15:00:00.000Z,Windows,Discover Might & Magic: Chess Royale the first massive real-time 100-player autobattler from the Might & Magic high-fantasy universe.,Ubisoft,Ubisoft,"BATTLE_ROYALE,STRATEGY"
51a30dc6b394462aaa49bd7e3321a2e3,Old World,old-world,3999,2020-05-05T15:00:00.000Z,"Windows,Mac","Conquer the Old World in this historical, epic strategy game from Soren Johnson, Lead Designer of Civilization IV and Offworld Trading Company. Every year is a turn, and each leader is a mere mortal, so your lasting legacy will be the dynasty you leave behind.",Mohawk Games,Mohawk Games,"STRATEGY,TURN_BASED,EARLY_ACCESS"
1516933c27344f478d04efa7ccaa623e,Death Coming,death-coming,699,2020-05-07T15:00:00.000Z,Windows,"'Death Coming' is a non-linear puzzle game where you must harvest human souls ‘Final Destination’ style. However, pesky mortals are not your only problem, as the Agents of Light will do everything they can to stop you.",NExT Studios,NExT Studios,"CASUAL,STRATEGY,PUZZLE"
957e4d4d60634f7bad2047d257a49f73,Before We Leave,before-we-leave,1999,2020-05-08T14:00:00.000Z,"Windows,Mac",Before We Leave is a non-violent city building game set in a cozy corner of the universe. Nurture your Peeps and their surroundings while rebuilding and rediscovering civilisation. Settle new lands and planets while avoiding hungry Space Whales.,Balancing Monkey Games,Team17,"CITY_BUILDER,INDIE,SINGLE_PLAYER"
3dfcf2349c0e4fad8e5c6b33786c407e,Huntdown,huntdown,1999,2020-05-12T17:00:00.000Z,"Windows,Mac","In the mayhem-filled streets of the future where gangs rule and cops fear to tread, only the bounty hunters can free the city from corruption. Lay waste to the criminal underworld and make a killing in this hard boiled action comedy arcade shooter.",Easy Trigger Games,Coffee Stain Publishing,"PLATFORMER,ACTION,CO_OP"
9064fdd49de04718abe631788ad5a759,The Witcher 3: Wild Hunt - Game of the Year Edition,the-witcher-3-wild-hunt,4996,2020-05-14T14:00:00.000Z,Windows,"As war rages on throughout the Northern Realms, you take on the greatest contract of your life — tracking down the Child of Prophecy, a living weapon that can alter the shape of the world.",CD PROJEKT RED,CD PROJEKT S.A.,"RPG,OPEN_WORLD,ADVENTURE"
954871df36d3456ca1face43aa5c2e62,Grand Theft Auto V: Premium Edition,grand-theft-auto-v,2999,2020-05-14T15:00:00.000Z,Windows,"The Grand Theft Auto V: Premium Edition includes the complete GTAV story, Grand Theft Auto Online and all existing gameplay upgrades and content. You’ll also get the Criminal Enterprise Starter Pack, the fastest way to jumpstart your criminal empire in GTA Online.",Rockstar Games,Rockstar Games,"ACTION,ADVENTURE"
fe74b3dad04846e5a58f62aebd3858b6,Sid Meier’s Civilization® VI,sid-meiers-civilization-vi,5999,2020-05-21T15:00:00.000Z,Windows,"Civilization VI offers new ways to interact with your world, expand your empire across the map, advance your culture, and compete against history’s greatest leaders to build a civilization that will stand the test of time.",Firaxis Games,2K,"TURN_BASED,STRATEGY,4X"
822ad2aee1ff4b2da5dd03a995527821,Saints Row®: The Third™  Remastered,saints-row-the-third-remastered,3999,2020-05-22T08:00:00.000Z,Windows,"Experience The Full Package, Remastered.                        Steelport, the original city of sin, has never looked so good as it drowns in sex, drugs and guns. The Third Street Saints are at the height of power and yours to control. This is your city. These are your rules.","Deep Silver Volition, Sperasoft",Deep Silver,"ACTION,SINGLE_PLAYER,MULTIPLAYER"
13f7f3e05e91444585e9be24b59fe536,SLUDGE LIFE,sludge-life,1499,2020-05-28T13:00:00.000Z,Windows,SLUDGE LIFE is a first-person / open-world / vandalism-centric stroll through a polluted island full of cranky idiots and a vibe so thick you can taste it. Play as upcoming tagger GHOST set on staking their claim amongst the graffiti elite.,Terri Vellmann & Doseone,Devolver Digital,"INDIE,COMEDY,FIRST_PERSON"
009718266e284616b3e93fbdb2ccd671,Poly Bridge 2,poly-bridge-2,1499,2020-05-28T17:00:00.000Z,"Windows,Mac","The acclaimed bridge-building simulator is back and better than ever! New levels, new mechanics, a custom physics engine, workshop campaigns, and much more! Rediscover your engineering creativity with even more hours of puzzling fun!",Dry Cactus,Dry Cactus,"PHYSICS,PUZZLE,SIMULATION"
1112adb4b6af47238cbc563ae2b1c6ab,Disco Elysium,disco-elysium,3999,2020-06-06T18:00:00.000Z,"Windows,Mac","Disco Elysium - The Final Cut is a groundbreaking role playing game. You’re a detective with a unique skill system at your disposal. Interrogate unforgettable characters, crack murders or take bribes. Become a hero or an absolute disaster of a human being.",ZA/UM,ZA/UM,"ADVENTURE,INVESTIGATION,RPG"
4eb4eaeb9f344519b934036051b38f29,RimWorld,rimworld,3499,2020-06-09T14:00:00.000Z,"Windows,MAC","RimWorld is a sci-fi colony sim driven by an intelligent AI storyteller. Inspired by Dwarf Fortress, Firefly, and Dune. It’s designed to co-author tragic, twisted, and triumphant stories about imprisoned pirates, desperate colonists, starvation and survival.",Ludeon Studios,Ludeon Studios,"BASE_BUILDING,SURVIVAL,STRATEGY"
c3006006e4c74c4d8316ff09fb8dcc8d,Beyond Blue,beyond-blue,1999,2020-06-11T04:00:00.000Z,Windows,"Beyond Blue is a single-player narrative adventure that takes you deep into our planet’s beating blue heart.  Set in the near future, Beyond Blue explores the mysteries of our ocean through the eyes of Mirai, a deep-sea explorer and scientist. Become a part of a newly-formed r...",E-Line Media,E-Line Media,"INDIE,CASUAL,ADVENTURE"
8c02538c55314c22b0e2216502bdac20,Pathway,pathway,1599,2020-06-11T15:00:00.000Z,"Windows,Mac","Explore the strange unknown with Pathway, a strategy adventure set in the 1930s great wilderness. Unravel long-forgotten mysteries of the occult, raid ancient tombs and outwit your foes in turn-based squad combat!",Robotality,Chucklefish,"STRATEGY,TURN_BASED,ROGUE_LITE"
2aa893533da449c7b146c72880a414b3,SAMURAI SHODOWN,samurai-shodown-reboot,4999,2020-06-11T15:00:00.000Z,Windows,SAMURAI REBOOT! A brand new SAMURAI SHODOWN game takes aim for the world stage!,SNK ,SNK,"SINGLE_PLAYER,FIGHTING,MULTIPLAYER"
b3678744f16842debd1f2d57fbe12e9c,SAMURAI SHODOWN NEOGEO COLLECTION,samurai-shodown-neogeo-collection,3999,2020-06-11T15:00:00.000Z,Windows,"The ULTIMATE collection is here! Six NEOGEO titles as well as one mysterious, unreleased game are featured! Featuring Online Battle Modes as well as a Museum Mode and Music Player. This collection is a must-have for all SAMURAI SHODOWN fans across the globe!",Digital Eclipse,SNK CORPORATION,"FIGHTING,MULTIPLAYER"
10304ec5c7cc412abaf21748c41ed6e4,Among Trees,among-trees,1499,2020-06-13T19:20:00.000Z,Windows,"A small vibrant survival sandbox, Among Trees is set in a colorful wilderness world teeming with life. Explore a colorful, breathing world that is filled to the brim with life. From dense forests to dark caves.",FJRD Interactive,FJRD Interactive,"SURVIVAL,INDIE,EXPLORATION"
6271c537ea264bc2adcdf9c200cf6aa7,Desperados III,desperados-3,4999,2020-06-16T17:00:00.000Z,Windows,"Desperados III is a story-driven, hardcore tactical stealth game, set in a ruthless Wild West scenario. Play smart if you want to succeed. A good plan can make the difference between survival and finding yourself at the business end of a pistol.", Mimimi Games, THQ Nordic,STRATEGY
1dcce12230b64066a988c06cdd5f653e,Mount & Blade II: Bannerlord,mount-and-blade-2,4999,2020-06-18T06:00:00.000Z,Windows,"The horns sound, the ravens gather. An empire is torn by civil war. Beyond its borders, new kingdoms rise. Gird on your sword, don your armour, summon your followers and ride forth to win glory on the battlefields of Calradia.",TaleWorlds Entertainment,TaleWorlds Entertainment,"ACTION,RPG,SIMULATION"
764efdf6ab3e4b50856ace9afd3dcc6e,SpongeBob SquarePants: Battle for Bikini Bottom - Rehydrated,spongebob-squarepants-battle-for-bikini-bottom-rehydrated,2999,2020-06-23T17:00:00.000Z,Windows,"Are you ready, kids? The cult classic is back, faithfully remade in spongetastic splendor! Play as SpongeBob, Patrick and Sandy and show the evil Plankton that crime pays even less than Mr. Krabs.",Purple Lamp Studios,THQ Nordic,"ACTION,ADVENTURE,CASUAL"
890c5a23bc654a1f94993c7976b3baa2,Missile Command: Recharged,missile-command-recharged,299,2020-06-24T15:00:00.000Z,"Windows,Mac","Missile Command: Recharged is a re-imagining of the beloved classic with fast-paced, arcade action. Fire counter-missiles to protect your base and target powerups to gain an edge at critical moments. Hone your skills to compete in global leaderboards.",Nickervision Studios, Atari Inc,"ACTION,ARCADE,SINGLE_PLAYER"
ddbac5b8afd64e36a63d6904e0ef7e41,AER Memories of Old,aer-memories-of-old,1499,2020-06-25T15:00:00.000Z,Windows,Transform into a bird and fly to explore and experience a vibrant world of floating islands in the sky. Venture down into lost ancient ruins where each step leads you closer to the end of the world.,Forgotten Key,Daedalic Entertainment,"OPEN_WORLD,ADVENTURE,EXPLORATION"
46b393b6aed04d7e962a33f2d752a3bd,Anno 1701 History Edition,anno-1701,999,2020-06-25T15:00:00.000Z,Windows,Rediscover the classic gameplay of 1701 A.D. and its expansion The Sunken Dragon in Anno® 1701 History Edition.,Ubisoft Blue Byte,Ubisoft,"STRATEGY,CITY_BUILDER"
d98e4e1bcca8487daba595cc792e2b85,Anno 1404 History Edition,anno-1404,1499,2020-06-25T15:00:00.000Z,Windows,Relive the captivating gameplay of a true city-building classic with the Anno 1404 and its expansion Venice in this History Edition. See the game like never before - updated and optimized to work smoothly on current computers with resolutions of up to 4K.,Ubisoft Blue Byte,Ubisoft,"STRATEGY,CITY_BUILDER"
6e02cab6e82243858462ba7f93c82e9d,Trackmania,trackmania,0,2020-07-01T15:00:00.000Z,Windows,"Trackmania, the racing franchise from Ubisoft Nadeo, is back with the most compelling remake of Trackmania Nations.",Ubisoft Nadeo,Ubisoft,"ARCADE,RACING,MULTIPLAYER"
d4497261293046f58c0a429a11a7d852,Hue,hue,1499,2020-07-02T15:00:00.000Z,Windows,"Hue is a vibrant, award-winning puzzle-adventure, where you alter the world by changing its background color. Includes full colorblind support, using symbols as a color aid",Fiddle Sticks,Curve Digital,"PLATFORMER,PUZZLE,ADVENTURE"
85f5ff10c31c4cd99978f4d57d3ec97a,Killing Floor 2,killing-floor-2,2999,2020-07-09T15:00:00.000Z,Windows,"In KILLING FLOOR 2, players descend into continental Europe after it has been overrun by horrific, murderous clones called Zeds that were created by rogue elements of the Horzine Corporation. 6-player Co-Op & 12-player VS Zed-slaughtering mayhem.",Tripwire Interactive,Tripwire Interactive,"CO_OP,MULTIPLAYER,FPS"
8891a362aacf45e68b618eced3b4ba00,Lifeless Planet: Premier Edition,lifeless-planet-premier-edition,1999,2020-07-09T15:00:00.000Z,Windows,"PREMIER EDITION - While seeking life on a distant planet, an astronaut discovers an abandoned Russian town. He suspects his mission is a hoax until a mysterious young woman saves him from a strange and deadly phenomenon...",Stage 2 Studios,Serenity Forge,"ACTION,ADVENTURE,INDIE"
fafa9c3177db4dd6a1b225efe4fe904c,Ooblets,ooblets,2999,2020-07-15T12:00:00.000Z,Windows,"Ooblets is a farming, creature collection, and town life game where you build up your farm, befriend townsfolk, grow ooblets, and have dance-offs.",Glumberland,Glumberland,"SIMULATION,EARLY_ACCESS,INDIE"
942e9424124145fca7fadefefb9b70e6,SUPERHOT: Mind Control Delete,superhot-mind-control-delete,2499,2020-07-16T16:00:00.000Z,Windows,"Built on the foundations of SUPERHOT and SUPERHOT VR, MIND CONTROL DELETE continues to bring you more of SUPERHOT’s signature power fantasy.",SUPERHOT Team,SUPERHOT Team,"ACTION,FPS,SHOOTER"
e48a48c96c594e30a9872d051b3b5d8b,Farming Simulator 19,farming-simulator-19,1999,2020-07-20T16:00:00.000Z,Windows,"The ultimate farming simulation returns with a complete graphics overhaul and the most complete farming experience ever! Become a modern farmer and develop your farm on two huge American and European environments, filled with exciting new farming activities, crops to harvest a...",Giants Software GmbH,Focus Home Interactive,SIMULATION
a23c6b7934d2436b8e27860d805ec26a,Samurai Jack: Battle Through Time,samurai-jack-battle-through-time,3999,2020-07-22T16:00:00.000Z,Windows,"Become Samurai Jack, the greatest warrior across time, in Samurai Jack: Battle Through Time. Journey across time to finally stop Aku’s evil reign in this new untold adventure that ties into the epic series finale, as told by the creators of Samurai Jack.",Soleil Ltd.,Adult Swim Games,"ACTION,FIGHTING,ADVENTURE"
bc24fd6c82354ae18279e18effaa640e,Next Up Hero,next-up-hero,1999,2020-07-23T15:00:00.000Z,Windows,Fight. Die. Win!,Digital Continue,"Aspyr Media, Inc.","ACTION,DUNGEON_CRAWLER,RPG"
32052e4882be420e8b009f05483f1f23,Tacoma,tacoma,1999,2020-07-23T15:00:00.000Z,"Windows,Mac",An Abandoned Space Station. A Mysterious AI. And You. The crew of Lunar Transfer Station Tacoma were going about their workaday lives when disaster threw them into chaos. Discover what fate awaits them in Fullbright's bold and innovative followup to Gone Home.,Fullbright,Fullbright,"ADVENTURE,INDIE,FIRST_PERSON"
a47960f6b6b147d4b257e83c808eabc3,Ghost Recon Future Solider: Ultimate Edition,ghost-recon-future-soldier,2999,2020-07-28T15:00:00.000Z,Windows,"In Ghost Recon Future Soldier join an elite team of highly trained, cut-throat special-ops soldiers. Armed to the teeth with unrivalled combat technology, Ghost Recon takes you to the globe’s most deadly warzones to hunt down the highest value targets.","Ubisoft Paris,Red Storm Entertainment",Ubisoft,"ACTION,SHOOTER"
b97a6ef46c4f4eaaa2dc324693df0765,Destroy All Humans!,destroy-all-humans,2999,2020-07-28T17:00:00.000Z,Windows,The cult-classic returns! Terrorize the people of 1950s Earth in the role of the evil alien Crypto-137. Harvest DNA and bring down the US government in the remake of the legendary alien invasion action adventure.," Black Forest Games,Pandemic Studios",THQ Nordic,"ACTION,ADVENTURE,OPEN_WORLD"
1ad9b7fca007477ca454d2048d019d2f,Neon Abyss,neon-abyss,1999,2020-07-29T15:00:00.000Z,Windows,"Neon Abyss is a frantic, roguelike where you run ‘n’ gun your way into the Abyss as part of the ‘Grim Squad’. Featuring unlimited item synergies and a unique dungeon evolution system, each run diversifies the experience and every choice alters the ruleset.",Veewo Games,Team17 Digital Ltd.,"PLATFORMER,ROGUE_LIKE,SHOOTER"
88be2cd8fc104ff1b81783d6930e6922,Ageless,ageless,1499,2020-07-29T15:00:00.000Z,Windows,"Ageless is a story driven puzzle platformer where you must alter the age of animals and plant life around you to progress. Play as Kiara, who braves through heartache and loss as she journeys across a mysterious world to discovers its secrets and herself.",One More Dream Studios,Team17 Digital Ltd.,"ACTION,PLATFORMER,ADVENTURE"
3fb9665744a5404d95de612ddc445f35,Barony,barony,1499,2020-07-30T15:00:00.000Z,"Windows,Mac","Barony is the premier first-person roguelike with co-op. Cryptic items, brutal traps and devious monsters, like those found in classic roguelikes and CRPGs, await you. Conquer the dungeons alone, or gather a party in co-op with iconic and exotic RPG classes.",Turning Wheel LLC,Turning Wheel LLC,"ROGUE_LIKE,FIRST_PERSON,DUNGEON_CRAWLER"
14f073a7a4204943b830717c32e2c710,20XX,20xx,1499,2020-07-30T15:00:00.000Z,Windows,"20XX is a roguelike action platformer that you can play with a friend. Jump and shoot your way through ever-changing levels, collect awesome new powers, and battle mighty bosses in the name of saving the human race maybe!",Batterystaple,Batterystaple,"CO_OP,PLATFORMER,ROGUE_LITE"
a8b9cb3f7f0143bc9366ec7695f7876c,Superbrothers: Sword & Sworcery EP,superbrothers-sword-and-sworcery-ep,799,2020-07-30T15:00:00.000Z,Windows,"Help a wandering warrior monk complete her woeful errand in Superbrothers: Sword & Sworcery EP, the landmark action-adventure crafted by Superbrothers and the video game wizards at CAPY, featuring an award-winning original soundtrack by Jim Guthrie.",Capybara Games,Capybara Games,"INDIE,ADVENTURE,SINGLE_PLAYER"
